           -18.18734             0.36091
           -17.42976             1.48144
           -16.67218             1.60245
           -15.91460             3.42356
           -15.15702             4.44691
           -14.39944             5.27206
           -13.64186             4.89685
           -12.88428             6.71458
           -12.12671             6.04188
           -11.36913             6.80405
           -10.61155             8.08000
            -9.85397             8.19884
            -9.09639             8.09861
            -8.33881             8.81612
            -7.58123             8.65361
            -6.82365             9.76144
            -6.06607            10.48412
            -5.30849             9.47254
            -4.55091            10.33820
            -3.79333            10.33206
            -3.03575            10.56630
            -2.27817            10.62200
            -1.52059            11.05837
            -0.76301            11.01425
            -0.00543            11.26117
             0.75215            11.48850
             1.50973            10.91397
             2.26731            10.67784
             3.02489            10.19212
             3.78247            10.15258
             4.54005            10.07992
             5.29763             9.54795
             6.05521            10.59684
             6.81279             9.14890
             7.57037             8.56896
             8.32795             8.20083
             9.08553             8.62004
             9.84311             7.57884
            10.60069             7.28160
            11.35827             6.53546
            12.11585             4.78952
            12.87343             4.69896
            13.63101             4.01082
            14.38859             3.97097
            15.14617             3.78750
            15.90375             3.13707
            16.66133             1.66811
            17.41891             1.95581
            18.17649             0.82901
