theta	default	cwm
-17.0	-8.364314339998467	-5.275198177633196
-16.656565656565657	-7.312750335962611	-4.353278749029266
-16.313131313131315	-6.288788730101718	-3.455576526334505
-15.969696969696969	-5.2920037123355215	-2.581716936597944
-15.626262626262626	-4.3219835490360845	-1.7313377919722366
-15.282828282828284	-3.378330187067306	-0.9040889411993824
-14.939393939393941	-2.460658874349651	-0.09963193564288271
-14.595959595959593	-1.5685977962696263	0.6823602907327508
-14.252525252525253	-0.7017877272879924	1.4422037280037545
-13.90909090909091	0.1401183028651951	2.180203584089005
-13.565656565656568	0.9574553289897758	2.8966545662234404
-13.222222222222221	1.7505467567600677	3.5918411505882766
-12.878787878787879	2.51970465613746	4.266037840558158
-12.535353535353536	3.265230042347271	4.919509414002029
-12.191919191919192	3.987413144890331	5.552511160051967
-11.848484848484848	4.686533665036037	6.1652891057332395
-11.505050505050505	5.362861022220315	6.758080232828345
-11.161616161616163	6.016654589750429	7.331112685328921
-10.818181818181818	6.648163920197917	7.8846059678111065
-10.474747474747474	7.257628960840885	8.41877113505244
-10.131313131313131	7.845280259498652	8.93381097319219
-9.787878787878789	8.411339161083358	9.429920172720905
-9.444444444444445	8.956017995176587	9.907285493570368
-9.1010101010101	9.479520254922377	10.366085922560435
-8.757575757575758	9.982040767512835	10.806492823445977
-8.414141414141415	10.463765856527463	11.228670079793716
-8.070707070707071	10.924873496373326	11.63277423090656
-7.7272727272727275	11.365533459059439	12.018954601000836
-7.383838383838384	11.785907453525928	12.387353421830642
-7.0404040404040416	12.186149257735842	12.738105948942263
-6.696969696969697	12.566404843725696	13.071340571731277
-6.353535353535353	12.9268124957992	13.38717891746473
-6.01010101010101	13.267502922037588	13.685735949421076
-5.666666666666668	13.588599359289319	13.967120059291076
-5.3232323232323235	13.89021767179159	14.231433153973963
-4.979797979797979	14.1724664435662	14.47877073689428
-4.636363636363637	14.435447064722723	14.70922198395645
-4.292929292929294	14.679253811792544	14.922869814245852
-3.9494949494949503	14.903973922208454	15.119790955577368
-3.6060606060606055	15.109687663035611	15.300056004984523
-3.262626262626263	15.2964683940512	15.463729484234946
-2.9191919191919204	15.464382625261878	15.610869890450523
-2.575757575757576	15.613490068939896	15.741529741903474
-2.232323232323232	15.743843686250955	15.855755619052674
-1.8888888888888893	15.855489728539043	15.953588200877665
-1.5454545454545467	15.948467773325952	16.035062296561083
-1.2020202020202027	16.022810755075618	16.100206872563742
-0.8585858585858581	16.078544990766094	16.14904507512997
-0.5151515151515156	16.115690200304716	16.181594248254566
-0.17171717171717304	16.134259521814748	16.19786594713624
0.1717171717171695	16.134259521814748	16.19786594713624
0.5151515151515156	16.115690200304716	16.181594248254566
0.8585858585858581	16.078544990766094	16.14904507512997
1.2020202020202007	16.022810755075618	16.100206872563742
1.5454545454545467	15.948467773325952	16.035062296561083
1.8888888888888893	15.855489728539043	15.953588200877665
2.232323232323232	15.743843686250955	15.855755619052674
2.5757575757575744	15.6134900689399	15.741529741903474
2.919191919191917	15.464382625261878	15.610869890450523
3.262626262626263	15.2964683940512	15.463729484234946
3.6060606060606055	15.109687663035611	15.300056004984523
3.949494949494948	14.903973922208456	15.11979095557737
4.292929292929294	14.679253811792544	14.922869814245852
4.636363636363637	14.435447064722723	14.70922198395645
4.979797979797979	14.1724664435662	14.47877073689428
5.323232323232322	13.890217671791591	14.231433153973963
5.666666666666664	13.588599359289324	13.967120059291078
6.01010101010101	13.267502922037588	13.685735949421076
6.353535353535353	12.9268124957992	13.38717891746473
6.6969696969696955	12.566404843725698	13.071340571731279
7.0404040404040416	12.186149257735842	12.738105948942263
7.383838383838384	11.785907453525928	12.387353421830642
7.7272727272727275	11.365533459059439	12.018954601000836
8.07070707070707	10.924873496373326	11.63277423090656
8.414141414141412	10.463765856527466	11.228670079793721
8.757575757575758	9.982040767512835	10.806492823445977
9.1010101010101	9.479520254922377	10.366085922560435
9.444444444444443	8.956017995176591	9.90728549357037
9.787878787878789	8.411339161083358	9.429920172720905
10.131313131313131	7.845280259498652	8.93381097319219
10.474747474747474	7.257628960840885	8.41877113505244
10.818181818181817	6.64816392019792	7.88460596781111
11.161616161616159	6.016654589750434	7.331112685328924
11.505050505050505	5.362861022220315	6.758080232828345
11.848484848484848	4.686533665036037	6.1652891057332395
12.19191919191919	3.9874131448903327	5.552511160051969
12.535353535353536	3.265230042347271	4.919509414002029
12.878787878787879	2.51970465613746	4.266037840558158
13.222222222222221	1.7505467567600677	3.5918411505882766
13.565656565656564	0.9574553289897758	2.8966545662234404
13.909090909090907	0.14011830286520258	2.180203584089011
14.252525252525253	-0.7017877272879924	1.4422037280037545
14.595959595959593	-1.5685977962696263	0.6823602907327508
14.939393939393938	-2.4606588743496434	-0.09963193564287728
15.282828282828284	-3.378330187067306	-0.9040889411993824
15.626262626262623	-4.321983549036079	-1.7313377919722353
15.969696969696969	-5.2920037123355215	-2.581716936597944
16.313131313131315	-6.288788730101718	-3.455576526334505
16.656565656565654	-7.312750335962603	-4.353278749029258
17.0	-8.364314339998467	-5.275198177633196
