0;t_default;P_default;t_cwm;P_cwm
;4.592217968304307e-09;0.0;4.592217968304307e-09;0.0
;4.660758535189602e-09;0.0;4.660758535189602e-09;0.0
;4.7292991016412156e-09;0.0;4.7292991016412156e-09;0.0
;4.79783966852651e-09;0.0;4.79783966852651e-09;0.0
;4.866380234978124e-09;0.0;4.866380234978124e-09;0.0
;4.934920801863418e-09;0.0;4.934920801863418e-09;0.0
;5.003461368315032e-09;0.0;5.003461368315032e-09;0.0
;5.0720019352003265e-09;0.0;5.0720019352003265e-09;0.0
;5.14054250165194e-09;0.0;5.14054250165194e-09;0.0
;5.209083068537235e-09;0.0;5.209083068537235e-09;0.0
;5.277623634988848e-09;0.0;5.277623634988848e-09;0.0
;5.346164201874143e-09;0.0;5.346164201874143e-09;0.0
;5.414704768759437e-09;0.0;5.414704768759437e-09;0.0
;5.483245335211051e-09;0.0;5.483245335211051e-09;0.0
;5.551785902096346e-09;0.0;5.551785902096346e-09;0.0
;5.620326468547959e-09;0.0;5.620326468547959e-09;0.0
;5.688867035433254e-09;0.0;5.688867035433254e-09;0.0
;5.7574076018848674e-09;0.0;5.7574076018848674e-09;0.0
;5.825948168770162e-09;0.0;5.825948168770162e-09;0.0
;5.894488735221776e-09;0.0;5.894488735221776e-09;0.0
;5.96302930210707e-09;0.0;5.96302930210707e-09;0.0
;6.031569868992365e-09;0.0;6.031569868992365e-09;0.0
;6.100110435443978e-09;0.0;6.100110435443978e-09;0.0
;6.168651002329273e-09;0.0;6.168651002329273e-09;0.0
;6.2371915687808865e-09;0.0;6.2371915687808865e-09;0.0
;6.305732135666181e-09;0.0;6.305732135666181e-09;0.0
;6.374272702117795e-09;0.0;6.374272702117795e-09;0.0
;6.442813269003089e-09;0.0;6.442813269003089e-09;0.0
;6.511353835454703e-09;0.0;6.511353835454703e-09;0.0
;6.5798944023399975e-09;0.0;6.5798944023399975e-09;0.0
;6.648434969225292e-09;0.0;6.648434969225292e-09;0.0
;6.716975535676906e-09;0.0;6.716975535676906e-09;0.0
;6.7855161025622e-09;0.0;6.7855161025622e-09;0.0
;6.854056669013814e-09;0.0;6.854056669013814e-09;0.0
;6.922597235899108e-09;0.0;6.922597235899108e-09;0.0
;6.991137802350722e-09;0.0;6.991137802350722e-09;0.0
;7.0596783692360165e-09;0.0;7.0596783692360165e-09;0.0
;7.12821893568763e-09;0.0;7.12821893568763e-09;0.0
;7.196759502572925e-09;0.0;7.196759502572925e-09;0.0
;7.265300069024538e-09;0.0;7.265300069024538e-09;0.0
;7.333840635909833e-09;0.0;7.333840635909833e-09;0.0
;7.4023812027951275e-09;0.0;7.4023812027951275e-09;0.0
;7.470921769246741e-09;0.0;7.470921769246741e-09;0.0
;7.539462336132036e-09;0.0;7.539462336132036e-09;0.0
;7.60800290258365e-09;0.0;7.60800290258365e-09;0.0
;7.676543469468944e-09;0.0;7.676543469468944e-09;0.0
;7.745084035920557e-09;0.0;7.745084035920557e-09;0.0
;7.813624602805852e-09;0.0;7.813624602805852e-09;0.0
;7.882165169257466e-09;0.0;7.882165169257466e-09;0.0
;7.95070573614276e-09;0.0;7.95070573614276e-09;0.0
;8.019246303028055e-09;0.0;8.019246303028055e-09;0.0
;8.087786869479668e-09;0.0;8.087786869479668e-09;0.0
;8.156327436364963e-09;0.0;8.156327436364963e-09;0.0
;8.224868002816577e-09;0.0;8.224868002816577e-09;0.0
;8.293408569701871e-09;0.0;8.293408569701871e-09;0.0
;8.361949136153485e-09;0.0;8.361949136153485e-09;0.0
;8.43048970303878e-09;0.0;8.43048970303878e-09;0.0
;8.499030269490393e-09;0.0;8.499030269490393e-09;0.0
;8.567570836375688e-09;0.0;8.567570836375688e-09;0.0
;8.636111403260982e-09;0.0;8.636111403260982e-09;0.0
;8.704651969712596e-09;0.0;8.704651969712596e-09;0.0
;8.77319253659789e-09;0.0;8.77319253659789e-09;0.0
;8.841733103049504e-09;0.0;8.841733103049504e-09;0.0
;8.910273669934798e-09;0.0;8.910273669934798e-09;0.0
;8.978814236386412e-09;0.0;8.978814236386412e-09;0.0
;9.047354803271707e-09;0.0;9.047354803271707e-09;0.0
;9.11589536972332e-09;0.0;9.11589536972332e-09;0.0
;9.184435936608615e-09;0.0;9.184435936608615e-09;0.0
;9.25297650349391e-09;0.0;9.25297650349391e-09;0.0
;9.321517069945523e-09;0.0;9.321517069945523e-09;0.0
;9.390057636830818e-09;0.0;9.390057636830818e-09;0.0
;9.458598203282431e-09;0.0;9.458598203282431e-09;0.0
;9.527138770167726e-09;0.0;9.527138770167726e-09;0.0
;9.59567933661934e-09;0.0;9.59567933661934e-09;0.0
;9.664219903504634e-09;0.0;9.664219903504634e-09;0.0
;9.732760469956248e-09;0.0;9.732760469956248e-09;0.0
;9.801301036841542e-09;0.0;9.801301036841542e-09;0.0
;9.869841603293156e-09;0.0;9.869841603293156e-09;0.0
;9.93838217017845e-09;0.0;9.93838217017845e-09;0.0
;1.0006922737063745e-08;0.0;1.0006922737063745e-08;0.0
;1.0075463303515358e-08;0.0;1.0075463303515358e-08;0.0
;1.0144003870400653e-08;0.0;1.0144003870400653e-08;0.0
;1.0212544436852267e-08;0.0;1.0212544436852267e-08;0.0
;1.0281085003737561e-08;0.0;1.0281085003737561e-08;0.0
;1.0349625570189175e-08;0.0;1.0349625570189175e-08;0.0
;1.041816613707447e-08;0.0;1.041816613707447e-08;0.0
;1.0486706703526083e-08;0.0;1.0486706703526083e-08;0.0
;1.0555247270411378e-08;0.0;1.0555247270411378e-08;0.0
;1.0623787837296672e-08;0.0;1.0623787837296672e-08;0.0
;1.0692328403748286e-08;0.0;1.0692328403748286e-08;0.0
;1.076086897063358e-08;0.0;1.076086897063358e-08;0.0
;1.0829409537085194e-08;0.0;1.0829409537085194e-08;0.0
;1.0897950103970488e-08;0.0;1.0897950103970488e-08;0.0
;1.0966490670422102e-08;0.0;1.0966490670422102e-08;0.0
;1.1035031237307397e-08;0.0;1.1035031237307397e-08;0.0
;1.110357180375901e-08;0.0;1.110357180375901e-08;0.0
;1.1172112370644305e-08;0.0;1.1172112370644305e-08;0.0
;1.12406529375296e-08;0.0;1.12406529375296e-08;0.0
;1.1309193503981213e-08;0.0;1.1309193503981213e-08;0.0
;1.1377734070866508e-08;0.0;1.1377734070866508e-08;0.0
;1.1446274637318121e-08;0.0;1.1446274637318121e-08;0.0
;1.1514815204203416e-08;0.0;1.1514815204203416e-08;0.0
;1.158335577065503e-08;0.0;1.158335577065503e-08;0.0
;1.1651896337540324e-08;0.0;1.1651896337540324e-08;0.0
;1.1720436903991938e-08;0.0;1.1720436903991938e-08;0.0
;1.1788977470877232e-08;0.0;1.1788977470877232e-08;0.0
;1.1857518037328846e-08;0.0;1.1857518037328846e-08;0.0
;1.192605860421414e-08;0.0;1.192605860421414e-08;0.0
;1.1994599171099435e-08;0.0;1.1994599171099435e-08;0.0
;1.2063139737551049e-08;0.0;1.2063139737551049e-08;0.0
;1.2131680304436343e-08;0.0;1.2131680304436343e-08;0.0
;1.2200220870887957e-08;0.0;1.2200220870887957e-08;0.0
;1.2268761437773251e-08;0.0;1.2268761437773251e-08;0.0
;1.2337302004224865e-08;0.0;1.2337302004224865e-08;0.0
;1.240584257111016e-08;0.0;1.240584257111016e-08;0.0
;1.2474383137561773e-08;0.0;1.2474383137561773e-08;0.0
;1.2542923704447068e-08;0.0;1.2542923704447068e-08;0.0
;1.2611464271332362e-08;0.0;1.2611464271332362e-08;0.0
;1.2680004837783976e-08;0.0;1.2680004837783976e-08;0.0
;1.274854540466927e-08;0.0;1.274854540466927e-08;0.0
;1.2817085971120884e-08;0.0;1.2817085971120884e-08;0.0
;1.2885626538006179e-08;0.0;1.2885626538006179e-08;0.0
;1.2954167104457792e-08;0.0;1.2954167104457792e-08;0.0
;1.3022707671343087e-08;0.0;1.3022707671343087e-08;0.0
;1.30912482377947e-08;0.0;1.30912482377947e-08;0.0
;1.3159788804679995e-08;0.0;1.3159788804679995e-08;0.0
;1.322832937156529e-08;0.0;1.322832937156529e-08;0.0
;1.3296869938016903e-08;0.0;1.3296869938016903e-08;0.0
;1.3365410504902198e-08;0.0;1.3365410504902198e-08;0.0
;1.3433951071353811e-08;0.0;1.3433951071353811e-08;0.0
;1.3502491638239106e-08;0.0;1.3502491638239106e-08;0.0
;1.357103220469072e-08;0.0;1.357103220469072e-08;0.0
;1.3639572771576014e-08;0.0;1.3639572771576014e-08;0.0
;1.3708113338027628e-08;0.0;1.3708113338027628e-08;0.0
;1.3776653904912922e-08;0.0;1.3776653904912922e-08;0.0
;1.3845194471364536e-08;0.0;1.3845194471364536e-08;0.0
;1.391373503824983e-08;0.0;1.391373503824983e-08;0.0
;1.3982275605135125e-08;0.0;1.3982275605135125e-08;0.0
;1.4050816171586739e-08;0.0;1.4050816171586739e-08;0.0
;1.4119356738472033e-08;0.0;1.4119356738472033e-08;0.0
;1.4187897304923647e-08;0.0;1.4187897304923647e-08;0.0
;1.4256437871808941e-08;0.0;1.4256437871808941e-08;0.0
;1.4324978438260555e-08;0.0;1.4324978438260555e-08;0.0
;1.439351900514585e-08;0.0;1.439351900514585e-08;0.0
;1.4462059571597463e-08;0.0;1.4462059571597463e-08;0.0
;1.4530600138482758e-08;0.0;1.4530600138482758e-08;0.0
;1.4599140705368052e-08;0.0;1.4599140705368052e-08;0.0
;1.4667681271819666e-08;0.0;1.4667681271819666e-08;0.0
;1.473622183870496e-08;0.0;1.473622183870496e-08;0.0
;1.4804762405156574e-08;0.0;1.4804762405156574e-08;0.0
;1.4873302972041869e-08;0.0;1.4873302972041869e-08;0.0
;1.4941843538493482e-08;0.0;1.4941843538493482e-08;0.0
;1.5010384105378777e-08;0.0;1.5010384105378777e-08;0.0
;1.507892467183039e-08;0.0;1.507892467183039e-08;0.0
;1.5147465238715685e-08;0.0;1.5147465238715685e-08;0.0
;1.521600580560098e-08;0.0;1.521600580560098e-08;0.0
;1.5284546372052593e-08;0.0;1.5284546372052593e-08;0.0
;1.5353086938937888e-08;0.0;1.5353086938937888e-08;0.0
;1.54216275053895e-08;0.0;1.54216275053895e-08;0.0
;1.5490168072274796e-08;0.0;1.5490168072274796e-08;0.0
;1.555870863872641e-08;0.0;1.555870863872641e-08;0.0
;1.5627249205611704e-08;0.0;1.5627249205611704e-08;0.0
;1.5695789772063318e-08;0.0;1.5695789772063318e-08;0.0
;1.5764330338948612e-08;0.0;1.5764330338948612e-08;0.0
;1.5832870905400226e-08;0.0;1.5832870905400226e-08;0.0
;1.590141147228552e-08;0.0;1.590141147228552e-08;0.0
;1.5969952039170815e-08;0.0;1.5969952039170815e-08;0.0
;1.603849260562243e-08;0.0;1.603849260562243e-08;0.0
;1.6107033172507723e-08;0.0;1.6107033172507723e-08;0.0
;1.6175573738959337e-08;0.0;1.6175573738959337e-08;0.0
;1.624411430584463e-08;0.0;1.624411430584463e-08;0.0
;1.6312654872296245e-08;0.0;1.6312654872296245e-08;0.0
;1.638119543918154e-08;0.0;1.638119543918154e-08;0.0
;1.6449736005633153e-08;0.0;1.6449736005633153e-08;0.0
;1.6518276572518448e-08;0.0;1.6518276572518448e-08;0.0
;1.6586817139403742e-08;0.0;1.6586817139403742e-08;0.0
;1.6655357705855356e-08;0.0;1.6655357705855356e-08;0.0
;1.672389827274065e-08;0.0;1.672389827274065e-08;0.0
;1.6792438839192264e-08;0.0;1.6792438839192264e-08;0.0
;1.686097940607756e-08;0.0;1.686097940607756e-08;0.0
;1.6929519972529172e-08;0.0;1.6929519972529172e-08;0.0
;1.6998060539414467e-08;0.0;1.6998060539414467e-08;0.0
;1.706660110586608e-08;0.0;1.706660110586608e-08;0.0
;1.7135141672751375e-08;0.0;1.7135141672751375e-08;0.0
;1.720368223963667e-08;0.0;1.720368223963667e-08;0.0
;1.7272222806088283e-08;0.0;1.7272222806088283e-08;0.0
;1.7340763372973578e-08;0.0;1.7340763372973578e-08;0.0
;1.740930393942519e-08;0.0;1.740930393942519e-08;0.0
;1.7477844506310486e-08;0.0;1.7477844506310486e-08;0.0
;1.75463850727621e-08;0.0;1.75463850727621e-08;0.0
;1.7614925639647394e-08;0.0;1.7614925639647394e-08;0.0
;1.7683466206099008e-08;0.0;1.7683466206099008e-08;0.0
;1.7752006772984302e-08;0.0;1.7752006772984302e-08;0.0
;1.7820547339435916e-08;0.0;1.7820547339435916e-08;0.0
;1.788908790632121e-08;0.0;1.788908790632121e-08;0.0
;1.7957628473206505e-08;0.0;1.7957628473206505e-08;0.0
;1.802616903965812e-08;0.0;1.802616903965812e-08;0.0
;1.8094709606543413e-08;0.0;1.8094709606543413e-08;0.0
;1.8163250172995027e-08;0.0;1.8163250172995027e-08;0.0
;1.823179073988032e-08;0.0;1.823179073988032e-08;0.0
;1.8300331306331935e-08;0.0;1.8300331306331935e-08;0.0
;1.836887187321723e-08;0.0;1.836887187321723e-08;0.0
;1.8437412439668843e-08;0.0;1.8437412439668843e-08;0.0
;1.8505953006554138e-08;0.0;1.8505953006554138e-08;0.0
;1.8574493573439432e-08;0.0;1.8574493573439432e-08;0.0
;1.8643034139891046e-08;0.0;1.8643034139891046e-08;0.0
;1.871157470677634e-08;0.0;1.871157470677634e-08;0.0
;1.8780115273227954e-08;0.0;1.8780115273227954e-08;0.0
;1.884865584011325e-08;0.0;1.884865584011325e-08;0.0
;1.8917196406564862e-08;0.0;1.8917196406564862e-08;0.0
;1.8985736973450157e-08;0.0;1.8985736973450157e-08;0.0
;1.905427753990177e-08;0.0;1.905427753990177e-08;0.0
;1.9122818106787065e-08;0.0;1.9122818106787065e-08;0.0
;1.919135867367236e-08;0.0;1.919135867367236e-08;0.0
;1.9259899240123973e-08;0.0;1.9259899240123973e-08;0.0
;1.9328439807009268e-08;0.0;1.9328439807009268e-08;0.0
;1.939698037346088e-08;0.0;1.939698037346088e-08;0.0
;1.9465520940346176e-08;0.0;1.9465520940346176e-08;0.0
;1.953406150679779e-08;0.0;1.953406150679779e-08;0.0
;1.9602602073683084e-08;0.0;1.9602602073683084e-08;0.0
;1.9671142640134698e-08;0.0;1.9671142640134698e-08;0.0
;1.9739683207019992e-08;0.0;1.9739683207019992e-08;0.0
;1.9808223773471606e-08;0.0;1.9808223773471606e-08;0.0
;1.98767643403569e-08;0.0;1.98767643403569e-08;0.0
;1.9945304907242195e-08;0.0;1.9945304907242195e-08;0.0
;2.001384547369381e-08;0.0;2.001384547369381e-08;0.0
;2.0082386040579103e-08;0.0;2.0082386040579103e-08;0.0
;2.0150926607030717e-08;0.0;2.0150926607030717e-08;0.0
;2.021946717391601e-08;0.0;2.021946717391601e-08;0.0
;2.0288007740367625e-08;0.0;2.0288007740367625e-08;0.0
;2.035654830725292e-08;0.0;2.035654830725292e-08;0.0
;2.0425088873704533e-08;0.0;2.0425088873704533e-08;0.0
;2.0493629440589828e-08;0.0;2.0493629440589828e-08;0.0
;2.0562170007475122e-08;0.0;2.0562170007475122e-08;0.0
;2.0630710573926736e-08;0.0;2.0630710573926736e-08;0.0
;2.069925114081203e-08;0.0;2.069925114081203e-08;0.0
;2.0767791707263644e-08;0.0;2.0767791707263644e-08;0.0
;2.083633227414894e-08;0.0;2.083633227414894e-08;0.0
;2.0904872840600552e-08;0.0;2.0904872840600552e-08;0.0
;2.0973413407485847e-08;0.0;2.0973413407485847e-08;0.0
;2.104195397393746e-08;0.0;2.104195397393746e-08;0.0
;2.1110494540822755e-08;0.0;2.1110494540822755e-08;0.0
;2.117903510770805e-08;0.0;2.117903510770805e-08;0.0
;2.1247575674159663e-08;0.0;2.1247575674159663e-08;0.0
;2.1316116241044958e-08;0.0;2.1316116241044958e-08;0.0
;2.138465680749657e-08;0.0;2.138465680749657e-08;0.0
;2.1453197374381866e-08;0.0;2.1453197374381866e-08;0.0
;2.152173794083348e-08;0.0;2.152173794083348e-08;0.0
;2.1590278507718774e-08;0.0;2.1590278507718774e-08;0.0
;2.1658819074170388e-08;0.0;2.1658819074170388e-08;0.0
;2.1727359641055682e-08;0.0;2.1727359641055682e-08;0.0
;2.1795900207507296e-08;0.0;2.1795900207507296e-08;0.0
;2.186444077439259e-08;0.0;2.186444077439259e-08;0.0
;2.1932981341277885e-08;0.0;2.1932981341277885e-08;0.0
;2.20015219077295e-08;0.0;2.20015219077295e-08;0.0
;2.2070062474614793e-08;0.0;2.2070062474614793e-08;0.0
;2.2138603041066407e-08;0.0;2.2138603041066407e-08;0.0
;2.22071436079517e-08;0.0;2.22071436079517e-08;0.0
;2.2275684174403315e-08;0.0;2.2275684174403315e-08;0.0
;2.234422474128861e-08;0.0;2.234422474128861e-08;0.0
;2.2412765307740223e-08;0.0;2.2412765307740223e-08;0.0
;2.2481305874625518e-08;0.0;2.2481305874625518e-08;0.0
;2.2549846441510812e-08;0.0;2.2549846441510812e-08;0.0
;2.2618387007962426e-08;0.0;2.2618387007962426e-08;0.0
;2.268692757484772e-08;0.0;2.268692757484772e-08;0.0
;2.2755468141299334e-08;0.0;2.2755468141299334e-08;0.0
;2.282400870818463e-08;0.0;2.282400870818463e-08;0.0
;2.2892549274636242e-08;0.0;2.2892549274636242e-08;0.0
;2.2961089841521537e-08;0.0;2.2961089841521537e-08;0.0
;2.302963040797315e-08;0.0;2.302963040797315e-08;0.0
;2.3098170974858445e-08;0.0;2.3098170974858445e-08;0.0
;2.316671154174374e-08;0.0;2.316671154174374e-08;0.0
;2.3235252108195353e-08;0.0;2.3235252108195353e-08;0.0
;2.3303792675080648e-08;0.0;2.3303792675080648e-08;0.0
;2.337233324153226e-08;0.0;2.337233324153226e-08;0.0
;2.3440873808417556e-08;0.0;2.3440873808417556e-08;0.0
;2.350941437486917e-08;0.0;2.350941437486917e-08;0.0
;2.3577954941754464e-08;0.0;2.3577954941754464e-08;0.0
;2.3646495508206078e-08;0.0;2.3646495508206078e-08;0.0
;2.3715036075091372e-08;0.0;2.3715036075091372e-08;0.0
;2.3783576641542986e-08;0.0;2.3783576641542986e-08;0.0
;2.385211720842828e-08;0.0;2.385211720842828e-08;0.0
;2.3920657775313575e-08;0.0;2.3920657775313575e-08;0.0
;2.398919834176519e-08;0.0;2.398919834176519e-08;0.0
;2.4057738908650483e-08;0.0;2.4057738908650483e-08;0.0
;2.4126279475102097e-08;0.0;2.4126279475102097e-08;0.0
;2.419482004198739e-08;0.0;2.419482004198739e-08;0.0
;2.4263360608439005e-08;0.0;2.4263360608439005e-08;0.0
;2.43319011753243e-08;0.0;2.43319011753243e-08;0.0
;2.4400441741775913e-08;0.0;2.4400441741775913e-08;0.0
;2.4468982308661208e-08;0.0;2.4468982308661208e-08;0.0
;2.4537522875546502e-08;0.0;2.4537522875546502e-08;0.0
;2.4606063441998116e-08;0.0;2.4606063441998116e-08;0.0
;2.467460400888341e-08;0.0;2.467460400888341e-08;0.0
;2.4743144575335024e-08;0.0;2.4743144575335024e-08;0.0
;2.481168514222032e-08;0.0;2.481168514222032e-08;0.0
;2.4880225708671933e-08;0.0;2.4880225708671933e-08;0.0
;2.4948766275557227e-08;0.0;2.4948766275557227e-08;0.0
;2.501730684200884e-08;0.0;2.501730684200884e-08;0.0
;2.5085847408894135e-08;0.0;2.5085847408894135e-08;0.0
;2.515438797577943e-08;0.0;2.515438797577943e-08;0.0
;2.5222928542231043e-08;0.0;2.5222928542231043e-08;0.0
;2.5291469109116338e-08;0.0;2.5291469109116338e-08;0.0
;2.536000967556795e-08;0.0;2.536000967556795e-08;0.0
;2.5428550242453246e-08;0.0;2.5428550242453246e-08;0.0
;2.549709080890486e-08;0.0;2.549709080890486e-08;0.0
;2.5565631375790154e-08;0.0;2.5565631375790154e-08;0.0
;2.5634171942241768e-08;0.0;2.5634171942241768e-08;0.0
;2.5702712509127063e-08;0.0;2.5702712509127063e-08;0.0
;2.5771253075578676e-08;0.0;2.5771253075578676e-08;0.0
;2.583979364246397e-08;0.0;2.583979364246397e-08;0.0
;2.5908334209349265e-08;0.0;2.5908334209349265e-08;0.0
;2.597687477580088e-08;0.0;2.597687477580088e-08;0.0
;2.6045415342686173e-08;0.0;2.6045415342686173e-08;0.0
;2.6113955909137787e-08;0.0;2.6113955909137787e-08;0.0
;2.618249647602308e-08;0.0;2.618249647602308e-08;0.0
;2.6251037042474695e-08;0.0;2.6251037042474695e-08;0.0
;2.631957760935999e-08;0.0;2.631957760935999e-08;0.0
;2.6388118175811603e-08;0.0;2.6388118175811603e-08;0.0
;2.6456658742696898e-08;0.0;2.6456658742696898e-08;0.0
;2.6525199309582193e-08;0.0;2.6525199309582193e-08;0.0
;2.6593739876033806e-08;0.0;2.6593739876033806e-08;0.0
;2.66622804429191e-08;0.0;2.66622804429191e-08;0.0
;2.6730821009370714e-08;0.0;2.6730821009370714e-08;0.0
;2.679936157625601e-08;0.0;2.679936157625601e-08;0.0
;2.6867902142707623e-08;0.0;2.6867902142707623e-08;0.0
;2.6936442709592917e-08;0.0;2.6936442709592917e-08;0.0
;2.700498327604453e-08;0.0;2.700498327604453e-08;0.0
;2.7073523842929825e-08;0.0;2.7073523842929825e-08;0.0
;2.714206440981512e-08;0.0;2.714206440981512e-08;0.0
;2.7210604976266733e-08;0.0;2.7210604976266733e-08;0.0
;2.7279145543152028e-08;0.0;2.7279145543152028e-08;0.0
;2.7347686109603642e-08;0.0;2.7347686109603642e-08;0.0
;2.7416226676488936e-08;0.0;2.7416226676488936e-08;0.0
;2.748476724294055e-08;0.0;2.748476724294055e-08;0.0
;2.7553307809825844e-08;0.0;2.7553307809825844e-08;0.0
;2.7621848376277458e-08;0.0;2.7621848376277458e-08;0.0
;2.7690388943162753e-08;0.0;2.7690388943162753e-08;0.0
;2.7758929510048047e-08;0.0;2.7758929510048047e-08;0.0
;2.782747007649966e-08;0.0;2.782747007649966e-08;0.0
;2.7896010643384955e-08;0.0;2.7896010643384955e-08;0.0
;2.796455120983657e-08;0.0;2.796455120983657e-08;0.0
;2.8033091776721863e-08;0.0;2.8033091776721863e-08;0.0
;2.8101632343173477e-08;0.0;2.8101632343173477e-08;0.0
;2.8170172910058772e-08;0.0;2.8170172910058772e-08;0.0
;2.8238713476510385e-08;0.0;2.8238713476510385e-08;0.0
;2.830725404339568e-08;0.0;2.830725404339568e-08;0.0
;2.8375794609847294e-08;0.0;2.8375794609847294e-08;0.0
;2.8444335176732588e-08;0.0;2.8444335176732588e-08;0.0
;2.8512875743617883e-08;0.0;2.8512875743617883e-08;0.0
;2.8581416310069496e-08;0.0;2.8581416310069496e-08;0.0
;2.864995687695479e-08;0.0;2.864995687695479e-08;0.0
;2.8718497443406404e-08;0.0;2.8718497443406404e-08;0.0
;2.87870380102917e-08;0.0;2.87870380102917e-08;0.0
;2.8855578576743313e-08;0.0;2.8855578576743313e-08;0.0
;2.8924119143628607e-08;0.0;2.8924119143628607e-08;0.0
;2.899265971008022e-08;0.0;2.899265971008022e-08;0.0
;2.9061200276965515e-08;0.0;2.9061200276965515e-08;0.0
;2.912974084385081e-08;0.0;2.912974084385081e-08;0.0
;2.9198281410302424e-08;0.0;2.9198281410302424e-08;0.0
;2.9266821977187718e-08;0.0;2.9266821977187718e-08;0.0
;2.9335362543639332e-08;0.0;2.9335362543639332e-08;0.0
;2.9403903110524626e-08;0.0;2.9403903110524626e-08;0.0
;2.947244367697624e-08;0.0;2.947244367697624e-08;0.0
;2.9540984243861534e-08;0.0;2.9540984243861534e-08;0.0
;2.9609524810313148e-08;0.0;2.9609524810313148e-08;0.0
;2.9678065377198443e-08;0.0;2.9678065377198443e-08;0.0
;2.9746605944083737e-08;0.0;2.9746605944083737e-08;0.0
