           -18.18734             0.70956
           -17.42976             1.51758
           -16.67218             1.59861
           -15.91460             2.70084
           -15.15702             3.75807
           -14.39944             4.25437
           -13.64186             5.57164
           -12.88428             5.68316
           -12.12671             7.01244
           -11.36913             6.10023
           -10.61155             7.76644
            -9.85397             7.50766
            -9.09639             8.43718
            -8.33881             9.16468
            -7.58123             8.99234
            -6.82365             8.73046
            -6.06607             9.45338
            -5.30849             9.82182
            -4.55091             9.98390
            -3.79333             9.64141
            -3.03575            10.22973
            -2.27817             8.91838
            -1.52059            10.36794
            -0.76301            11.01377
            -0.00543             8.85060
             0.75215            11.83785
             1.50973            10.58693
             2.26731            10.33713
             3.02489            10.53141
             3.78247             9.80226
             4.54005            10.09666
             5.29763             9.53744
             6.05521             9.90996
             6.81279             9.15195
             7.57037             8.57195
             8.32795             8.20002
             9.08553             7.24306
             9.84311             7.22811
            10.60069             7.28090
            11.35827             7.19088
            12.11585             5.11122
            12.87343             5.70069
            13.63101             4.34001
            14.38859             3.60888
            15.14617             2.08277
            15.90375             3.13637
            16.66133             1.99978
            17.41891             1.61137
            18.17649             1.52582
