0;Z_default;W_default;f_default;Z_cwm;W_cwm;f_cwm
;-8.384014170553987;0.004774043524425233;0.0;-8.566937638986483;0.00474264621289105;0.0
;-8.077026034552647;0.004774043524425233;0.0;-8.27066710115262;0.00474264621289105;0.0
;-7.992615866263318;0.004774043524425233;0.001465574722752572;-8.196771579267535;0.00474264621289105;0.001405106344248963
;-7.881416578586162;0.004774043524425233;0.0018685525400698884;-8.023669723021031;0.00474264621289105;0.001755566661266868
;-7.807650918792705;0.004774043524425233;0.0023994227793257134;-7.972959670526943;0.00474264621289105;0.0025765275242387604
;-7.781250159916476;0.004774043524425233;0.0027515832497876217;-7.825531838565352;0.00474264621289105;0.0028170273626553564
;-7.714959965132979;0.004774043524425233;0.0028776216217405956;-7.814660234890546;0.00474264621289105;0.0035162254115827327
;-7.6927244277646;0.004774043524425233;0.0031940938968796338;-7.7337341196382825;0.00474264621289105;0.003567785581579104
;-7.66907158131779;0.004774043524425233;0.0033002473200652604;-7.620388622184331;0.00474264621289105;0.0039515895156042365
;-7.590871181021847;0.004774043524425233;0.003413167038478877;-7.564965398687241;0.00474264621289105;0.0044891471098524715
;-7.3891927950328595;0.004774043524425233;0.003786499153119184;-7.53066960431532;0.00474264621289105;0.004751999850877158
;-7.28089032631767;0.004774043524425233;0.004749320545766444;-7.41067260818426;0.00474264621289105;0.00491465267017324
;-7.240306236154628;0.004774043524425233;0.00526636124521546;-7.369703320488892;0.0094852924257821;0.005483755969432513
;-7.207668272714789;0.004774043524425233;0.005460111458053022;-7.3164647596680625;0.00474264621289105;0.005775210225132438
;-7.163133329049752;0.004774043524425233;0.00561592651606341;-7.273369175123974;0.00474264621289105;0.006153947713417452
;-7.051796965204358;0.004774043524425233;0.005828538275478123;-7.228654243923317;0.00474264621289105;0.0063583348242478
;-7.02893605480966;0.004774043524425233;0.00636006292232728;-7.162396608364407;0.00474264621289105;0.00657040192336628
;-7.017188035965733;0.004774043524425233;0.0064692019035595535;-7.096687036373268;0.00474264621289105;0.006884638447724858
;-7.002606218484343;0.009548087048850466;0.0065252874568462295;-7.020148307657946;0.00474264621289105;0.007196275700479325
;-6.955219327274072;0.004774043524425233;0.0066297088038283;-6.974677339406904;0.0094852924257821;0.007559271812360543
;-6.933127285956163;0.004774043524425233;0.0069690494255158515;-6.955194323106907;0.00474264621289105;0.007882750885418982
;-6.92261593681181;0.004774043524425233;0.007074517792310953;-6.942483670609912;0.00474264621289105;0.008021352465625296
;-6.908247626595846;0.009548087048850466;0.007124699430626522;-6.906037527019719;0.00474264621289105;0.008081634593553546
;-6.884307678301861;0.004774043524425233;0.007227591838141707;-6.895441899571877;0.01422793863867315;0.008254485758426057
;-6.813759442328588;0.004774043524425233;0.007399027370833669;-6.872299476719414;0.0094852924257821;0.008354988383203477
;-6.799162466877828;0.014322130573275698;0.007735827719941494;-6.853661623430932;0.00474264621289105;0.008629379193449372
;-6.765689955234929;0.004774043524425233;0.007875200912195285;-6.790000239298889;0.00474264621289105;0.008761968309921927
;-6.743643732510383;0.014322130573275698;0.00819479936710534;-6.777429783683933;0.0094852924257821;0.009063891732283164
;-6.613612797915044;0.01909617409770093;0.008405298620777659;-6.736160044393547;0.00474264621289105;0.009153317567858048
;-6.5967756201263565;0.01909617409770093;0.010578005315257087;-6.7187040957144495;0.0094852924257821;0.009446909226986867
;-6.5794064092231315;0.004774043524425233;0.01089953099362381;-6.686127358976855;0.0094852924257821;0.009571090310329884
;-6.562272271553157;0.004774043524425233;0.011106834415716103;-6.663969495473493;0.0094852924257821;0.009880090184563683
;-6.519892583119492;0.004774043524425233;0.011188633534706055;-6.627122435382327;0.0094852924257821;0.010090263999423638
;-6.50902793824666;0.028644261146551397;0.011390956011839953;-6.597421157392922;0.00474264621289105;0.010439769139418718
;-6.4834320980088895;0.009548087048850466;0.01157249501809109;-6.5602876343831085;0.01422793863867315;0.010651063119780433
;-6.469725851927149;0.014322130573275698;0.012061277639448486;-6.545805469884083;0.00474264621289105;0.011003285444328019
