0;Z_default;W_default;f_default;Z_cwm;W_cwm;f_cwm
;-3.901419045339598;0.004393581072620495;0.0;-4.170354163316726;0.004264833194299698;0.0
;-3.774839117359026;0.004393581072620495;0.0;-4.073894432531839;0.008529666388599396;0.0
;-3.746945054809705;0.004393581072620495;0.0005561391757491063;-4.033482990977764;0.004264833194299698;0.0006170769926468985
;-3.718005359210253;0.004393581072620495;0.0006786940010042959;-3.9833954120117028;0.004264833194299698;0.0008755990787008794
;-3.5689569462588215;0.004393581072620495;0.0008058428998374473;-3.9270418979176043;0.004264833194299698;0.001089214248097445
;-3.5543926937495804;0.004393581072620495;0.0014606991858849795;-3.7227161469944345;0.012794499582899094;0.001329552585621392
;-3.5334704725542445;0.00878716214524099;0.0015246884100464468;-3.704751707646933;0.004264833194299698;0.003072383075596085
;-3.519720089784079;0.004393581072620495;0.0016625736226079577;-3.4993481361698833;0.004264833194299698;0.0032256137500885017
;-3.5038714421194253;0.004393581072620495;0.0017531937548283883;-3.4826819710556034;0.004264833194299698;0.0041016257199515335
;-3.486415001942956;0.004393581072620495;0.0018228260732344411;-3.4492080560926373;0.004264833194299698;0.004172704134152595
;-3.463274968864348;0.004393581072620495;0.0018995223583891082;-3.4070003256049035;0.008529666388599396;0.004315464797829818
;-3.4174227412840574;0.004393581072620495;0.0020011899697430927;-3.381421757499641;0.008529666388599396;0.004585478192890031
;-3.3978075611672303;0.00878716214524099;0.002202645448977345;-3.3657092636548427;0.012794499582899094;0.0048036548455259905
;-3.3240763492993164;0.004393581072620495;0.0023319167751233456;-3.3521918229727263;0.01705933277719879;0.004971182758812302
;-3.3049144298632562;0.004393581072620495;0.0028178328605097023;-3.337119429188689;0.004264833194299698;0.005172956462843037
;-3.283673182624059;0.00878716214524099;0.002902022307059055;-3.2999070703801676;0.004264833194299698;0.005333659576162334
;-3.2672595284522705;0.004393581072620495;0.00304201001980254;-3.2765603707780917;0.004264833194299698;0.005492364079247107
;-3.253559598719513;0.00878716214524099;0.0031501821002551016;-3.266210499758865;0.004264833194299698;0.005591933858687384
;-3.235401474032088;0.013180743217861486;0.003240469728210212;-3.2407110348277395;0.008529666388599396;0.005636074332166902
;-3.2031447869195198;0.004393581072620495;0.0034399177105625947;-3.2187816864021097;0.004264833194299698;0.0057992007788796205
;-3.1550681759905723;0.004393581072620495;0.0037233624504890393;-3.199198594318142;0.004264833194299698;0.005939488298522104
;-3.1420775309059557;0.013180743217861486;0.003934590938302202;-3.179122024359883;0.012794499582899094;0.006023006919688839
;-3.1224200499732007;0.01757432429048198;0.004048741843032007;-3.1614335651231515;0.004264833194299698;0.006194253363660163
;-3.109333401793771;0.013180743217861486;0.004351025419597434;-3.1475844048349315;0.004264833194299698;0.006345130019877822
;-3.0935206293728723;0.013180743217861486;0.004552265793705583;-3.134524102444896;0.012794499582899094;0.0064041943783881995
;-3.050968813978741;0.00878716214524099;0.004760689886547932;-3.118193345111691;0.01705933277719879;0.0065155944007094305
;-3.037170747537751;0.013180743217861486;0.005228077013351174;-3.1009839585470056;0.012794499582899094;0.006759362246578901
;-3.0050076338444147;0.00878716214524099;0.0053796343222359076;-3.0859976973823358;0.004264833194299698;0.0070162453173400205
;-2.994002781886666;0.004393581072620495;0.005732912441134866;-3.0743954435855385;0.029853832360097886;0.007144073125487077
;-2.9605420268083815;0.013180743217861486;0.005805438505037698;-3.0601669007212533;0.004264833194299698;0.00734199983397216
;-2.9453781858332273;0.021967905363102478;0.006099463585412781;-3.047171432620638;0.01705933277719879;0.007584729281628638
;-2.9298977808735636;0.00878716214524099;0.00636595784419944;-3.0299533056828065;0.008529666388599396;0.0077232880409560545
;-2.9180207136499976;0.013180743217861486;0.006604008293994917;-3.005913875108888;0.012794499582899094;0.007943585358880444
;-2.89784035378974;0.013180743217861486;0.006734465438374168;-2.9721892696163956;0.01705933277719879;0.00819989576258972
;-2.880684678612596;0.00878716214524099;0.007000457579736261;-2.948750326011955;0.02558899916579819;0.008703300121981374
;-2.8666544205983104;0.01757432429048198;0.007188894704102076;-2.9301128676607;0.008529666388599396;0.009203116045599053
;-2.8541735111864344;0.01757432429048198;0.007373823932268716;-2.9135871490965037;0.012794499582899094;0.009521058649734298
;-2.840938385196917;0.02636148643572297;0.007593167481713155;-2.900742497412419;0.008529666388599396;0.009697257232464897
