           -18.18734             1.38381
           -17.42976             1.13774
           -16.67218             1.96228
           -15.91460             2.73331
           -15.15702             4.09673
           -14.39944             5.63655
           -13.64186             5.60952
           -12.88428             6.71053
           -12.12671             7.02372
           -11.36913             6.79182
           -10.61155             7.39280
            -9.85397             8.19569
            -9.09639             8.09518
            -8.33881             8.80887
            -7.58123             8.65028
            -6.82365            10.44467
            -6.06607            10.46768
            -5.30849             9.46645
            -4.55091            10.67249
            -3.79333             9.98025
            -3.03575            11.94877
            -2.27817            10.99140
            -1.52059            11.03804
            -0.76301             9.98285
            -0.00543            12.28108
             0.75215            10.45706
             1.50973            10.22150
             2.26731             9.98711
             3.02489            10.20286
             3.78247            10.49141
             4.54005             9.74223
             5.29763             8.84660
             6.05521             8.87542
             6.81279             9.50114
             7.57037             9.26116
             8.32795             8.17919
             9.08553             8.28214
             9.84311             7.90334
            10.60069             6.58988
            11.35827             6.51364
            12.11585             5.80772
            12.87343             5.36585
            13.63101             4.66518
            14.38859             3.96921
            15.14617             3.43935
            15.90375             2.44511
            16.66133             2.68868
            17.41891             1.24270
            18.17649             0.83824
