0;Z_default;W_default;f_default;Z_cwm;W_cwm;f_cwm
;-4.71327171850462;0.004354490329063567;0.0;-4.554868792588381;0.004250928725854598;0.0
;-4.511081393457405;0.004354490329063567;0.0;-4.364224218299501;0.004250928725854598;0.0
;-4.098558928216357;0.004354490329063567;0.0008804358150483159;-4.189900212088054;0.004250928725854598;0.0008104164972729183
;-4.050813306129551;0.004354490329063567;0.0026767609004619223;-4.177178097210666;0.004250928725854598;0.001551455422883213
;-4.005285452957703;0.004354490329063567;0.002884668750094043;-3.9254019184167817;0.004250928725854598;0.0016055362264691263
;-3.9826591722889884;0.004354490329063567;0.00308291934643388;-3.8167504788023385;0.008501857451709196;0.0026758188173899517
;-3.835665435395937;0.008708980658127134;0.003181445266788476;-3.798964699761218;0.004250928725854598;0.0033686231060336904
;-3.7496930955525207;0.008708980658127134;0.004141569475389035;-3.7780719706546892;0.004250928725854598;0.0034820322245900925
;-3.7250046256381646;0.008708980658127134;0.004890300920219281;-3.6729214659613683;0.008501857451709196;0.0035708457269105344
;-3.646781232256169;0.004354490329063567;0.005105312327182162;-3.6263824411816654;0.008501857451709196;0.004241326678318955
;-3.556252447016555;0.004354490329063567;0.005616246842164816;-3.59468947998232;0.008501857451709196;0.004636994832937551
;-3.536232613812357;0.0130634709871907;0.006010453561992587;-3.566389780818134;0.008501857451709196;0.004906443871276937
;-3.5122141358434136;0.004354490329063567;0.00618480590214688;-3.5429208019790237;0.004250928725854598;0.005147043879497097
;-3.484260526126549;0.004354490329063567;0.00639398236221606;-3.520133113625368;0.012752786177563794;0.00529669131396757
;-3.458425797975315;0.004354490329063567;0.006515706085390565;-3.484616627186531;0.008501857451709196;0.005490428992004323
;-3.4173130759183095;0.004354490329063567;0.0066282031592790995;-3.456354561338351;0.008501857451709196;0.005867874123115018
;-3.405952069859017;0.008708980658127134;0.006807228109877808;-3.445481798923411;0.008501857451709196;0.006108154178247063
;-3.3795691219675117;0.004354490329063567;0.006881435196398241;-3.428265354614815;0.012752786177563794;0.006200592854405185
;-3.3461786204501553;0.0130634709871907;0.007053761633566863;-3.4149509325886553;0.004250928725854598;0.006383557548576402
;-3.3182224033554824;0.01741796131625427;0.007344558865446683;-3.381484206519041;0.004250928725854598;0.006496754866694708
;-3.2927519224404054;0.004354490329063567;0.007770631634862526;-3.36808630959193;0.012752786177563794;0.006639019533904339
;-3.2716253003543025;0.008708980658127134;0.008047909041915779;-3.34483256093974;0.008501857451709196;0.00675292654373133
;-3.2476123318783725;0.008708980658127134;0.008185902549255351;-3.306346854144458;0.008501857451709196;0.007000051614054823
;-3.2240416188496206;0.0130634709871907;0.008395031027256443;-3.276366890789173;0.008501857451709196;0.007327251607156586
;-3.209122981806724;0.004354490329063567;0.008651627132088524;-3.263920918676839;0.004250928725854598;0.0075821369820106834
;-3.1863025075705425;0.021772451645317832;0.00878155325354073;-3.231495056356821;0.008501857451709196;0.007661497392570941
;-3.1680951571050215;0.008708980658127134;0.009079667856639021;-3.206957600984124;0.004250928725854598;0.007868257436966097
;-3.1486079702419736;0.021772451645317832;0.009357160916958958;-3.1842102281688005;0.021254643629272988;0.008024717897820858
;-3.115207779327536;0.008708980658127134;0.009654159600534246;-3.163810217114284;0.004250928725854598;0.008314810279436004
;-3.0931481875046107;0.0130634709871907;0.010163202429674528;-3.1382979946698417;0.004250928725854598;0.00857496725843419
;-3.079181450221704;0.008708980658127134;0.010403348127814573;-3.118692511020137;0.008501857451709196;0.008683417897683662
;-3.0570064752448;0.008708980658127134;0.010555393183882045;-3.10818544871735;0.004250928725854598;0.008808430168129865
;-3.041766984201161;0.021772451645317832;0.010748514612050357;-3.095578226632524;0.012752786177563794;0.008875427327580758
;-3.012006608480745;0.004354490329063567;0.010980775369343176;-3.0832393677879426;0.004250928725854598;0.00898261213260799
;-3.000394628954055;0.004354490329063567;0.011369549174134727;-3.036504682088224;0.008501857451709196;0.009087515351621382
;-2.9902422352051587;0.0261269419743814;0.011420113426684982;-3.0163695493170875;0.012752786177563794;0.009385514078523463
;-2.9710863069359377;0.01741796131625427;0.011574843178072431;-2.995043851243679;0.008501857451709196;0.009599496614262763
;-2.940925523617429;0.004354490329063567;0.011991914700035225;-2.984470920727102;0.008501857451709196;0.009826131670610647
;-2.9306828095554094;0.0130634709871907;0.012320251798228793;-2.962046672254705;0.034007429806836784;0.00991602121870941
