zx;W_lin;W_cwm
-0.5762366678435813;0.0009289948608491774;0.0012154668822726704
-0.5761214089841267;0.000931972405905365;0.0012193034542732524
-0.5760061501246719;0.0009349588958733659;0.0012231513510357948
-0.5758908912652173;0.0009379543555873988;0.0012270106033507285
-0.5757756324057627;0.0009409588099440112;0.0012308812420837494
-0.575660373546308;0.0009439722839022033;0.0012347632981759605
-0.5755451146868533;0.0009469948024835617;0.0012386568026440264
-0.5754298558273987;0.0009500263907724068;0.001242561786580348
-0.575314596967944;0.0009530670739159243;0.0012464782811532139
-0.5751993381084893;0.0009561168771242962;0.001250406317606951
-0.5750840792490347;0.0009591758256708479;0.0012543459272620992
-0.57496882038958;0.0009622439448921794;0.001258297141515561
-0.5748535615301253;0.000965321260188297;0.0012622599918407553
-0.5747383026706707;0.0009684077970227662;0.0012662345097877966
-0.574623043811216;0.0009715035809228432;0.001270220726983647
-0.5745077849517614;0.0009746086374795984;0.001274218675132257
-0.5743925260923067;0.0009777229923480773;0.0012782283860147583
-0.574277267232852;0.000980846671247431;0.001282249891489611
-0.5741620083733974;0.0009839796999610451;0.0012862832234927539
-0.5740467495139427;0.000987122104336692;0.0012903284140377829
-0.573931490654488;0.000990273910286668;0.0012943854952161095
-0.5738162317950334;0.0009934351437879227;0.0012984544991971115
-0.5737009729355788;0.0009966058308822124;0.0013025354582283102
-0.5735857140761241;0.000999785997676234;0.0013066284046355267
-0.5734704552166694;0.0010029756703417647;0.0013107333708230447
-0.5733551963572148;0.0010061748751157985;0.0013148503892737669
-0.5732399374977601;0.0010093836383006985;0.0013189794925493946
-0.5731246786383054;0.0010126019862643305;0.0013231207132905808
-0.5730094197788508;0.0010158299454401996;0.001327274084217089
-0.5728941609193962;0.0010190675423276021;0.0013314396381279704
-0.5727789020599414;0.001022314803491763;0.001335617407901723
-0.5726636432004868;0.0010255717555639724;0.0013398074264964492
-0.5725483843410322;0.0010288384252417377;0.0013440097269500333
-0.5724331254815774;0.001032114839288919;0.0013482243423802989
-0.5723178666221228;0.0010354010245358701;0.00135245130598517
-0.5722026077626682;0.0010386970078795903;0.001356690651042851
-0.5720873489032134;0.0010420028162838656;0.0013609424109119873
-0.5719720900437588;0.0010453184767793987;0.0013652066190318166
-0.5718568311843042;0.0010486440164639676;0.001369483308922354
-0.5717415723248495;0.0010519794625025742;0.0013737725141845642
-0.5716263134653948;0.0010553248421275598;0.0013780742685004924
-0.5715110546059402;0.0010586801826387867;0.0013823886056334798
-0.5713957957464855;0.0010620455114037598;0.0013867155594283003
-0.5712805368870308;0.0010654208558577689;0.001391055163811327
-0.5711652780275762;0.001068806243504053;0.001395407452790723
-0.5710500191681215;0.0010722017019139287;0.00139977246045659
-0.5709347603086669;0.0010756072587269402;0.0014041502209811403
-0.5708195014492122;0.0010790229416510109;0.0014085407686188754
-0.5707042425897575;0.0010824487784625834;0.0014129441377067464
-0.5705889837303029;0.0010858847970067617;0.0014173603626643169
-0.5704737248708482;0.001089331025197472;0.0014217894779939536
-0.5703584660113935;0.001092787491017601;0.0014262315182809833
-0.5702432071519389;0.0010962542225191334;0.0014306865181938516
-0.5701279482924843;0.0010997312478233205;0.001435154512484321
-0.5700126894330295;0.0011032185951208146;0.0014396355359876233
-0.5698974305735749;0.0011067162926718054;0.0014441296236226183
-0.5697821717141203;0.0011102243688061986;0.0014486368103920032
-0.5696669128546655;0.001113742851923742;0.0014531571313824547
-0.5695516539952109;0.001117271770494168;0.0014576906217647948
