           -18.18734             0.35855
           -17.42976             1.83527
           -16.67218             2.98007
           -15.91460             4.07362
           -15.15702             4.79460
           -14.39944             4.23955
           -13.64186             5.23833
           -12.88428             6.02213
           -12.12671             6.67151
           -11.36913             6.10180
           -10.61155             6.70797
            -9.85397             8.53684
            -9.09639             8.10255
            -8.33881             8.47007
            -7.58123             9.68151
            -6.82365             9.41963
            -6.06607             9.45260
            -5.30849             9.82135
            -4.55091            10.33361
            -3.79333             9.98114
            -3.03575            11.25947
            -2.27817            10.99210
            -1.52059             9.67766
            -0.76301            12.39348
            -0.00543             9.20029
             0.75215            10.80751
             1.50973             9.53288
             2.26731             9.64671
             3.02489             9.86049
             3.78247            10.14185
             4.54005            11.12268
             5.29763             9.55070
             6.05521             9.21585
             6.81279             9.51531
             7.57037             8.23159
             8.32795             8.17964
             9.08553             7.58883
             9.84311             6.88768
            10.60069             7.28047
            11.35827             6.16424
            12.11585             5.47841
            12.87343             5.03786
            13.63101             3.99960
            14.38859             3.28466
            15.14617             2.74996
            15.90375             2.78217
            16.66133             1.67057
            17.41891             1.95094
            18.17649             0.82162
