,x,sigma0+,sigma0-,sigma0_theory
0,54797.228976146784,8.198817879468308,7.973633551474161,8.079809271655467
1,69491.10653944954,7.793326952590278,7.968434898391576,8.038742852282674
2,84184.98408807338,7.868280842591638,8.011376125746644,8.000788642321528
3,98878.86163669724,7.919116875070442,7.75951699636569,7.964959782160738
4,113572.73918532107,8.010334952142923,8.123566340497145,7.930890076416237
5,128266.61673394496,7.961738915009238,7.828471395248171,7.897712651534643
6,142960.49428256878,7.974420832390049,8.071846634405999,7.8656308734738145
7,157654.37184587153,7.86955956922477,7.930399213212484,7.834757556705347
8,172348.2493944954,7.510016776038759,7.732254455501804,7.804318159926067
9,187042.12694311928,7.6786024823741705,7.693940414475375,7.7746079367828855
10,201736.00449174314,7.814382137179131,8.019951504112143,7.745882208597463
11,216429.88204036694,7.411249560720178,7.733495219566704,7.717569989331963
12,231123.7595889908,7.760986138729747,7.777651893565105,7.690018076223943
13,245817.63715229355,7.516586610285831,7.686137709753021,7.663438304836625
14,260511.5147009174,7.57504437032085,7.778621147898478,7.6372757203172075
15,275205.39224954124,7.779712714649504,7.6783857372414115,7.611680886208654
16,289899.2697981651,7.606248681985384,7.740077087368612,7.587010855404406
17,296073.3944954128,7.474706603805952,7.2929328807838765,7.57709464550892
18,296073.3944954128,7.276031012623696,7.779718458811686,7.57709464550892
19,306073.3944954128,7.6461323686964375,7.370234839759088,7.57709464550892
20,316073.3944954128,7.750924283641075,7.66608712187224,7.57709464550892
21,326073.3944954128,7.8313066316914215,7.429326090194732,7.57709464550892
22,336073.3944954128,7.609464132701796,7.563242843447138,7.57709464550892
23,346073.3944954128,7.612679251980592,7.377883746248042,7.57709464550892
24,356073.3944954128,7.578431059382048,7.518704991299883,7.57709464550892
25,366073.3944954128,7.810701160892459,7.80126486239832,7.57709464550892
26,376073.3944954128,7.860329057131547,7.6183639533457885,7.57709464550892
27,386073.3944954128,7.323689090055463,7.351022921822912,7.57709464550892
28,396073.3944954128,7.4738412805292125,7.565993107220983,7.57709464550892
29,406073.3944954128,7.5344052749593065,7.465890936114196,7.57709464550892
30,416073.3944954128,7.754142093909541,7.49912711080425,7.57709464550892
31,426073.3944954128,7.326892846231589,7.531205343125363,7.57709464550892
32,436073.3944954128,7.7430032256065315,7.648401363350956,7.57709464550892
33,446073.3944954128,7.501783485919306,7.522056062521174,7.57709464550892
34,456073.3944954128,7.630892031576372,7.532372009773349,7.57709464550892
35,466073.3944954128,7.460384899856275,7.684295583826231,7.57709464550892
36,476073.3944954128,7.648415547324873,7.707839359553241,7.57709464550892
37,486073.3944954128,7.585948816258967,7.73831035070525,7.57709464550892
