,x,sigma0+,sigma0-,sigma0_theory
0,54797.228976146784,11.296823145111787,11.458695969360324,11.375421246401991
1,69491.10653944954,11.412750346397251,11.4923215155575,11.421310700636395
2,84184.98408807338,11.558671160264634,11.425933968630149,11.468914050429511
3,98878.86163669724,11.490984400365443,11.515293169895811,11.514442828413314
4,113572.73918532107,11.578083861315376,11.52049418066296,11.557118708768865
5,128266.61673394496,11.611071813009573,11.546512555323002,11.596754457462435
6,142960.49428256878,11.634512815736981,11.742477615161445,11.633796763349704
7,157654.37184587153,11.651042420410555,11.655603751395887,11.668494784554893
8,172348.2493944954,11.640142129729213,11.578027940103564,11.700751134148653
9,187042.12694311928,11.743121498902235,11.707057978735019,11.730969441127947
10,201736.00449174314,11.856920626931817,11.78304184465718,11.759565926533323
11,216429.88204036694,11.772166757185092,11.817185620605958,11.786182136092808
12,231123.7595889908,11.79226777826055,11.928606259177021,11.811427690200432
13,245817.63715229355,11.73858848868711,11.87314938432808,11.835307748925562
14,260511.5147009174,11.95838230231596,11.901497705325347,11.857856391447141
15,275205.39224954124,11.948954406718055,11.68064961570103,11.87907128453357
16,289899.2697981651,11.913990079873502,11.9089100128894,11.899157487269374
17,296073.3944954128,11.94385636705688,11.888032596095561,11.907223768661794
18,296073.3944954128,11.902944519730179,11.869647869352438,11.907223768661794
19,306073.3944954128,11.918797836259525,11.912612398045464,11.907223768661794
20,316073.3944954128,11.8837433672573,11.91127276968006,11.907223768661794
21,326073.3944954128,11.871359561327422,11.9289825427667,11.907223768661794
22,336073.3944954128,11.94331764826872,11.932571104339289,11.907223768661794
23,346073.3944954128,12.00739387560649,11.918523900953186,11.907223768661794
24,356073.3944954128,11.835191488826604,11.950738501279394,11.907223768661794
25,366073.3944954128,11.907650419143039,11.942781806472823,11.907223768661794
26,376073.3944954128,11.92498099108935,11.935860380788414,11.907223768661794
27,386073.3944954128,11.827519184517524,11.863925001521647,11.907223768661794
28,396073.3944954128,11.789789903982985,11.918588808328977,11.907223768661794
29,406073.3944954128,11.94801678875084,11.820614992785274,11.907223768661794
30,416073.3944954128,11.815673763187169,11.966727841240541,11.907223768661794
31,426073.3944954128,11.891235734945415,11.907421699791914,11.907223768661794
32,436073.3944954128,11.817865752916319,12.02871516372558,11.907223768661794
33,446073.3944954128,11.968695924877649,11.958493196235713,11.907223768661794
34,456073.3944954128,11.855189481986148,11.812320679888192,11.907223768661794
35,466073.3944954128,11.849341686791073,11.927778231239635,11.907223768661794
36,476073.3944954128,11.869805433060783,11.900098167251766,11.907223768661794
37,486073.3944954128,11.982651978724967,11.83844887132678,11.907223768661794
