,x,sigma0+,sigma0-,sigma0_theory
0,54797.228976146784,12.859232509978277,12.85970155310213,12.823899829764311
1,69491.10653944954,12.967517151566923,12.922768981863253,12.90809570977415
2,84184.98408807338,13.037343988050987,12.970706778034398,12.993389490084464
3,98878.86163669724,13.096918419984585,13.041250299566947,13.074758518962977
4,113572.73918532107,13.151466834990382,13.120837352134927,13.151242915932526
5,128266.61673394496,13.21939012579071,13.184504896290774,13.222954846640324
6,142960.49428256878,13.207753675984282,13.241860543415257,13.290448190292036
7,157654.37184587153,13.373933354488937,13.374722654844682,13.354032168096666
8,172348.2493944954,13.451992372037122,13.45659543525031,13.413907698031519
9,187042.12694311928,13.417238698655199,13.460415542146249,13.470526151380888
10,201736.00449174314,13.52885753756394,13.491431215364152,13.524374629884724
11,216429.88204036694,13.601115380039872,13.656644240168108,13.57518830529051
12,231123.7595889908,13.600669740911576,13.618435870229447,13.623692578736208
13,245817.63715229355,13.661476922522251,13.678731296888953,13.669801564118732
14,260511.5147009174,13.679075305798182,13.674808302829923,13.713808826117882
15,275205.39224954124,13.775879002736993,13.770443771531474,13.755644676317138
16,289899.2697981651,13.762252342022059,13.781964828127816,13.795447216397044
17,296073.3944954128,13.79032197138903,13.818716735119494,13.811435273964
18,296073.3944954128,13.82339201814369,13.86139963202136,13.811435273964
19,306073.3944954128,13.741931890416183,13.861024606700724,13.811435273964
20,316073.3944954128,13.839181332030856,13.772089030417963,13.811435273964
21,326073.3944954128,13.798853895030149,13.807664392542227,13.811435273964
22,336073.3944954128,13.800075466815247,13.852485434926876,13.811435273964
23,346073.3944954128,13.78796908690246,13.832406299255089,13.811435273964
24,356073.3944954128,13.809201810596566,13.787239122713482,13.811435273964
25,366073.3944954128,13.78236031007993,13.802244537048411,13.811435273964
26,376073.3944954128,13.820370588969046,13.886623507583227,13.811435273964
27,386073.3944954128,13.801884292218297,13.75988970733371,13.811435273964
28,396073.3944954128,13.829047241807853,13.801793254707501,13.811435273964
29,406073.3944954128,13.834562637838046,13.888716715666856,13.811435273964
30,416073.3944954128,13.881421835803799,13.879106848509997,13.811435273964
31,426073.3944954128,13.791744019523398,13.817834617275015,13.811435273964
32,436073.3944954128,13.76228872643248,13.854106234692129,13.811435273964
33,446073.3944954128,13.726806102009753,13.841191981942146,13.811435273964
34,456073.3944954128,13.815514273742089,13.749734283110485,13.811435273964
35,466073.3944954128,13.811745106507129,13.76642955532902,13.811435273964
36,476073.3944954128,13.843101850988145,13.819326068057476,13.811435273964
37,486073.3944954128,13.801817435342539,13.788069980595196,13.811435273964
