,x,sigma0+,sigma0-,sigma0_theory
0,54797.228976146784,11.84845277334636,11.970099818594411,11.959064436979812
1,69491.10653944954,11.931786219345833,12.010073253892148,12.02038225071969
2,84184.98408807338,12.079642649636162,12.103059179507698,12.083165860747586
3,98878.86163669724,12.131362650982755,12.195213835207369,12.143129717556327
4,113572.73918532107,12.158653184327544,12.227278041689138,12.19942237207205
5,128266.61673394496,12.210605476847562,12.28005427602991,12.251977176972527
6,142960.49428256878,12.341569796752319,12.365130610851766,12.301283993276373
7,157654.37184587153,12.340622085581785,12.317107094269916,12.347616170215334
8,172348.2493944954,12.478620137153682,12.457901931493783,12.390996466638459
9,187042.12694311928,12.481994617622759,12.474469834586511,12.431847740305441
10,201736.00449174314,12.391665548921509,12.55314710019044,12.47061476028475
11,216429.88204036694,12.4778523550488,12.49658685512342,12.50697678127511
12,231123.7595889908,12.634596531249247,12.60124536158948,12.541590055714785
13,245817.63715229355,12.598980417301014,12.562299163033341,12.574423073765892
14,260511.5147009174,12.581470813262293,12.505816391854355,12.60561442541758
15,275205.39224954124,12.566608463077653,12.710998679457578,12.63513464935238
16,289899.2697981651,12.643751586497029,12.584669667574707,12.663161836779874
17,296073.3944954128,12.57719689599554,12.674799618319948,12.674418705867925
18,296073.3944954128,12.675603998413683,12.664766327349984,12.674418705867925
19,306073.3944954128,12.720220775790743,12.608424510605706,12.674418705867925
20,316073.3944954128,12.635501987459916,12.700037692855478,12.674418705867925
21,326073.3944954128,12.692659974163824,12.64393124843872,12.674418705867925
22,336073.3944954128,12.762968167871465,12.615019853066979,12.674418705867925
23,346073.3944954128,12.674262708338615,12.633187432420609,12.674418705867925
24,356073.3944954128,12.756897497666817,12.707280653960156,12.674418705867925
25,366073.3944954128,12.706760229907765,12.624763795767983,12.674418705867925
26,376073.3944954128,12.659642124335273,12.712272288024103,12.674418705867925
27,386073.3944954128,12.666700349833741,12.63286319156723,12.674418705867925
28,396073.3944954128,12.692186173187112,12.73264855432613,12.674418705867925
29,406073.3944954128,12.727927202180048,12.719093557597924,12.674418705867925
30,416073.3944954128,12.693575964959514,12.765326624557751,12.674418705867925
31,426073.3944954128,12.676692800352061,12.65771246665267,12.674418705867925
32,436073.3944954128,12.746579148068706,12.576143587740367,12.674418705867925
33,446073.3944954128,12.678066074666939,12.682680915949,12.674418705867925
34,456073.3944954128,12.713533650290955,12.64972705039872,12.674418705867925
35,466073.3944954128,12.644369275798034,12.693293626907263,12.674418705867925
36,476073.3944954128,12.615579933755095,12.58678854041185,12.674418705867925
37,486073.3944954128,12.6813137989558,12.5899831148101,12.674418705867925
