,x,sigma0+,sigma0-,sigma0_theory
0,54797.228976146784,10.154895403981666,10.399265489582445,10.209483705880427
1,69491.10653944954,10.327953410284408,10.348729747148539,10.224578420650305
2,84184.98408807338,10.335913885618826,10.259544831848082,10.241882232843986
3,98878.86163669724,10.261574463363017,10.340805802306846,10.25859884246951
4,113572.73918532107,10.33473321939745,10.217528901286553,10.274095876463523
5,128266.61673394496,10.2228366066414,10.397406463032048,10.287945411796034
6,142960.49428256878,10.399984086280538,10.382603151642503,10.30050796643014
7,157654.37184587153,10.405835676598867,10.462704124140608,10.311984413456678
8,172348.2493944954,10.193435061113599,10.407914000249088,10.322037557044904
9,187042.12694311928,10.342576732549656,10.234444604658258,10.331032645913023
10,201736.00449174314,10.348389200718106,10.28067863517574,10.33932891973025
11,216429.88204036694,10.277607348740489,10.285455622984099,10.346492657769499
12,231123.7595889908,10.262851556944547,10.429014965484726,10.353040403668823
13,245817.63715229355,10.306322184324536,10.45974998647659,10.359050509999978
14,260511.5147009174,10.365000735919292,10.42289981925637,10.364348454167347
15,275205.39224954124,10.38972775062894,10.356802675034672,10.36898605013079
16,289899.2697981651,10.406427532319409,10.373042337280028,10.373222184388126
17,296073.3944954128,10.418503288050198,10.405624836555338,10.374920107771338
18,296073.3944954128,10.360389148816758,10.338222434552495,10.374920107771338
19,306073.3944954128,10.350143761498833,10.391539368960853,10.374920107771338
20,316073.3944954128,10.350170974971405,10.41184570111691,10.374920107771338
21,326073.3944954128,10.422388107815618,10.15482758961287,10.374920107771338
22,336073.3944954128,10.14222373284317,10.446065178552002,10.374920107771338
23,346073.3944954128,10.406000856032307,10.525054744838101,10.374920107771338
24,356073.3944954128,10.30304664779335,10.35849832830925,10.374920107771338
25,366073.3944954128,10.410422428526063,10.437981152553707,10.374920107771338
26,376073.3944954128,10.35464071849604,10.288072837176552,10.374920107771338
27,386073.3944954128,10.327749949798473,10.473754027045121,10.374920107771338
28,396073.3944954128,10.316387302709892,10.343504898429517,10.374920107771338
29,406073.3944954128,10.378178208359659,10.365245073395126,10.374920107771338
30,416073.3944954128,10.351385024204056,10.469180768046467,10.374920107771338
31,426073.3944954128,10.480955561737183,10.39186948506888,10.374920107771338
32,436073.3944954128,10.376232299617566,10.429442393302669,10.374920107771338
33,446073.3944954128,10.516372611942321,10.32375137136437,10.374920107771338
34,456073.3944954128,10.464436457542872,10.398922464747354,10.374920107771338
35,466073.3944954128,10.416849455105329,10.517612600828608,10.374920107771338
36,476073.3944954128,10.383316471257588,10.22095682042881,10.374920107771338
37,486073.3944954128,10.34762783587595,10.398766915649986,10.374920107771338
