,x,sigma0+,sigma0-,sigma0_theory
0,54797.228976146784,12.598105779198178,12.562814649377014,12.554997020835048
1,69491.10653944954,12.720811746642973,12.613684768342072,12.632077303425843
2,84184.98408807338,12.829484933905182,12.730115627100698,12.710369910312068
3,98878.86163669724,12.821185346039636,12.778302676868815,12.785081445268824
4,113572.73918532107,12.823537698682369,12.748949474292646,12.855285752444289
5,128266.61673394496,12.833524947005932,12.952642971299097,12.921039382597206
6,142960.49428256878,12.88252009643389,12.944723679461553,12.982876303825325
7,157654.37184587153,13.041842341096572,13.085834260705404,13.04109458033925
8,172348.2493944954,13.170264859531065,13.134952841485122,13.095839718587253
9,187042.12694311928,13.134679014519348,13.166602491731553,13.14755422150088
10,201736.00449174314,13.283539562204618,13.119204978560962,13.196712024399258
11,216429.88204036694,13.2254267724926,13.241137488390653,13.243030907559675
12,231123.7595889908,13.225177416657928,13.32698098105979,13.287214765306386
13,245817.63715229355,13.353652649555501,13.355054023888444,13.329194623787881
14,260511.5147009174,13.364585646638751,13.400569578710225,13.369215847040794
15,275205.39224954124,13.410273240151662,13.422397134718164,13.407221258188638
16,289899.2697981651,13.428463252409717,13.429763455819977,13.443361396562336
17,296073.3944954128,13.434242125086186,13.47644343908903,13.457877947222535
18,296073.3944954128,13.441079905401494,13.426022187176489,13.457877947222535
19,306073.3944954128,13.413456635954757,13.497769279727102,13.457877947222535
20,316073.3944954128,13.49869222921631,13.4977175575218,13.457877947222535
21,326073.3944954128,13.417520873385198,13.458921872385591,13.457877947222535
22,336073.3944954128,13.443269793685067,13.49650992459502,13.457877947222535
23,346073.3944954128,13.408856703929645,13.464761610419473,13.457877947222535
24,356073.3944954128,13.497333239311287,13.45257962259722,13.457877947222535
25,366073.3944954128,13.498398181216803,13.463398292420568,13.457877947222535
26,376073.3944954128,13.520270924912781,13.525705308083463,13.457877947222535
27,386073.3944954128,13.538894300636041,13.449894735787716,13.457877947222535
28,396073.3944954128,13.49900556002204,13.446700678633663,13.457877947222535
29,406073.3944954128,13.416844177737788,13.494180486208258,13.457877947222535
30,416073.3944954128,13.440415498457035,13.466476936757827,13.457877947222535
31,426073.3944954128,13.42688806607818,13.424114804637938,13.457877947222535
32,436073.3944954128,13.505339539234946,13.424591117261297,13.457877947222535
33,446073.3944954128,13.410034139827358,13.458781484970697,13.457877947222535
34,456073.3944954128,13.443172369424365,13.499688817284383,13.457877947222535
35,466073.3944954128,13.481846891221899,13.38837039261923,13.457877947222535
36,476073.3944954128,13.497781331615457,13.460626580528759,13.457877947222535
37,486073.3944954128,13.3722096981558,13.522681224634937,13.457877947222535
