,direction,sigma0+,sigma0-,sigma0_theory
0,0,12.683433009159232,12.731956344260142,12.674418705867925
1,5,12.578077400410939,12.65651259079785,12.668853026518585
2,10,12.522927279282335,12.583268644702912,12.652403268979524
3,15,12.5676523464847,12.708574801234331,12.625752326115897
4,20,12.580076462283532,12.634079224371686,12.58929692754716
5,25,12.473061478167066,12.519478760154875,12.54428620110379
6,30,12.4732391233475,12.551054663356469,12.49223173933297
7,35,12.352414008665676,12.492445034016,12.434745445783363
8,40,12.417053766310811,12.43562162362766,12.37334483851772
9,45,12.234897579595563,12.201424361276676,12.310200089870646
10,50,12.167358991569566,12.27153181150845,12.246878734818043
11,55,12.361485192130491,12.134247685496431,12.185480182993913
12,60,12.14402960044545,12.152576616916374,12.127980042464724
13,65,12.130284491009164,12.073120010090152,12.075927848810728
14,70,12.06179304646579,11.92371493224369,12.031110217535836
15,75,11.879153057547702,12.021057958538773,11.994675224834177
16,80,11.824430425246417,11.891578040564319,11.967796927249012
17,85,11.882943157563606,11.877296231162514,11.95135445098877
18,90,12.01838669699793,11.978086423126005,11.945795466473117
19,95,11.808470654044708,12.112680641391409,11.95135445098877
20,100,12.016387751067494,11.994617125117523,11.967796927249012
21,105,12.159545653591497,11.95072078688719,11.994675224834177
22,110,11.996655063772222,11.93573412163592,12.031110217535836
23,115,11.93680179300398,12.0222862782283,12.075927848810728
24,120,12.081449228158295,12.125281027998366,12.127980042464724
25,125,12.077557871420705,12.20155807148128,12.185480182993913
26,130,12.132617706939508,12.292864964158328,12.246878734818043
27,135,12.309478181247563,12.129386206066835,12.310200089870646
28,140,12.336474882486472,12.422133176297411,12.37334483851772
29,145,12.297242261098818,12.375437399941237,12.434745445783363
30,150,12.466265069163923,12.500289007184172,12.49223173933297
31,155,12.540445127000241,12.518383555061636,12.54428620110379
32,160,12.697350227603149,12.560563843843509,12.58929692754716
33,165,12.564620398554178,12.628364286400558,12.625642615653469
34,170,12.716052420269175,12.589098787732205,12.652403268979524
35,175,12.617866995589903,12.715775633883457,12.668853026518585
