,x,sigma0+,sigma0-,sigma0_theory
0,54797.228976146784,12.21458911171884,12.161866702577573,12.194542541006921
1,69491.10653944954,12.340903168761894,12.268966852964668,12.262087647455015
2,84184.98408807338,12.34302459500344,12.312237202463898,12.33099841078365
3,98878.86163669724,12.33733545126659,12.460901450649466,12.396788646027321
4,113572.73918532107,12.51523004800741,12.48394153107252,12.45857738963839
5,128266.61673394496,12.550814562200777,12.474803141896436,12.51634666627099
6,142960.49428256878,12.431594628169035,12.534866048070405,12.570603762367051
7,157654.37184587153,12.545495232999052,12.639874465567246,12.62163179132719
8,172348.2493944954,12.699148093700241,12.660364449315985,12.669502006004585
9,187042.12694311928,12.826764743500501,12.678598815564717,12.714645025394598
10,201736.00449174314,12.759686546181193,12.76742533527874,12.757517141302506
11,216429.88204036694,12.828379811759243,12.842950913004321,12.797812828761916
12,231123.7595889908,12.849893738490213,12.871165147830695,12.836207162133729
13,245817.63715229355,12.90841208724089,12.828339874383115,12.872653830638587
14,260511.5147009174,12.971147638100856,12.826799647046851,12.907333607584363
15,275205.39224954124,12.898091473209668,12.98019938074817,12.940206082042824
16,289899.2697981651,13.012115223407328,13.029509210761967,12.971438460278133
17,296073.3944954128,12.993919113643384,13.024181357669056,12.983983134688897
18,296073.3944954128,13.029608049237426,12.958351773554979,12.983983134688897
19,306073.3944954128,12.990641499163848,12.93442610500221,12.983983134688897
20,316073.3944954128,13.006522090096318,13.04432073930655,12.983983134688897
21,326073.3944954128,13.024579981674355,13.00559363233942,12.983983134688897
22,336073.3944954128,12.981475092439767,13.065349789637878,12.983983134688897
23,346073.3944954128,12.968058431545057,12.915003500699427,12.983983134688897
24,356073.3944954128,13.016720731712612,12.919831910469329,12.983983134688897
25,366073.3944954128,13.02186880101707,12.933697063668564,12.983983134688897
26,376073.3944954128,12.968634584039776,12.946783276746993,12.983983134688897
27,386073.3944954128,12.913169090565052,12.9216106923344,12.983983134688897
28,396073.3944954128,13.047765949407646,12.964590696001652,12.983983134688897
29,406073.3944954128,12.982459508389276,13.044883203618207,12.983983134688897
30,416073.3944954128,13.053723598436548,12.991458151208008,12.983983134688897
31,426073.3944954128,12.956338185745917,12.989435903443024,12.983983134688897
32,436073.3944954128,12.946461775293498,12.993679973299066,12.983983134688897
33,446073.3944954128,13.031824325071561,12.93474581521548,12.983983134688897
34,456073.3944954128,13.002685203098281,13.007337205464772,12.983983134688897
35,466073.3944954128,12.99711082121415,12.975926051355078,12.983983134688897
36,476073.3944954128,12.97239176315366,13.005447328032773,12.983983134688897
37,486073.3944954128,13.046798625362905,12.952612628390225,12.983983134688897
